	bug_id_x	title_x	description_x	dup_id_x	bug_id_y	title_y	description_y	dup_id_y
2339	53266	only part of ole draw object is visible after insert create from file	os ms windows xp oo the content of oo drawing imported into the following applications is truncated oo writer oo impress ms office xp word the test with ms word is to check whether the problem is specific to oo writer and impress or the problem is related to ms ole implementation in oo example files are attached ray	52817	52817	only part of ole object is visible after insert create from file	steps to reproduce create a new blank presentation go to insert object ole object create from file and insert word doc provided only the first few lines are inserted if you insert the very same file but saved as an odt or sxw then the full text is inserted sample presentation shows the failed doc import and then the expected result when using the odt version of the file confirmed in m114 m118 and m121	
2340	67330	problem accessing datetime field on mysql database and limited number of fields on data plot	using data source i can connect on mysql database very well but opencalc did nt understood datetime fields and i can not add more than fields to row fields in data plot shouldt i add how many i want see the screenshots and explanations on url http ardaibeuorgbrigoroocalcproblemoocalcproblemhtml keep in touch best regards	50344	50344	data pilot does not handle mysql datatime columns	create a table in mysql create table test a datetime not null insert some rows into test create a data source to jdbc mysql use either table or query type to get data from table test in calc open data pilot and select data source drag column a to row fields hit ok empty is displayed instead of correct dates times remarks reported against on windows jdk mysql connector mysql ooo beta appended useunicodetrue characterencodingutf8 to connection string drag drop from data sources explorer into sheet works ok data source can be query or table does nt matter tables with date columns work ok select date a from test works ok	
2341	99420	font sizes are inconsistent between gnome and kde	i was previously having an issue with inconsistent font sizes in gtk and qt applications running in the two desktop environments in gnome all my kde applications would have tiny font sizes while in kde gnome apps would have tiny font sizes also then when i switched back to gnome they would all have huge font sizes since i had ramped them up in kde to be able to see them the exception to this rule was openoffice which looked beautiful and exactly the same in both environments i corrected this problem by adjusting the dpi value in gnomecontrolmanager appearance font details to bring it into line with the value that was being reported to me by the command xdpyinfo grep resol and then setting the system fonts on both sides to the same values now my font sizes are consistent between gnome and kde apps but openoffice while it still looks exactly the same under kde in gnome is illegibly small this affects the ui and also the fonts within documents if i use the value tools options openofficeorg view scaling to compensate for this then everything is huge when i switch back to kde selecting uses system font for user interface appears to have no effect how can i convince openofficeorg to recognise the change in the gnome screen dpi value and adjust for it thank you adam warner	99293	99293	japanese ui font is smaller than ooo on unix platform	tested machines dev300m40 on solaris sparc and x86 dev300m41 on redhat el40 when running ooo in japanese locale ooo appears with the small ui font so it is too hard to use ooo this problem occurs in unix platforms i have attached some screenshots so please compare ooo screenshots with dev300m40 screenshots please fix this by ooo final release	
2342	56667	saving an openoffice spreadsheet that contains links to other spreadsheet cause openoffice crash	the problem occures only if the file is saved in the opendocument or openoffice file formats how to reproduce create a spreadsheet and save it to disk create a second spreadsheet and link a cell to a cell in the previous spreadsheet save the document the problem occures with openoffice on linux and on windows the problem does nt occure when saving the files in microsoft excel format	52342	52342	crash when linked document sheet contains notes	the attached document cs0502sxc refers some cells of cs0501sxc if you load cs0502sxc and close it it crashes it also crashes when you open the navigator because in scpostit gettext the mpdoc used in mpdoc getnoteengine is invalid and the scnoteeditengine obtained and used is none it seems the document pointer is remembered from the original linked document loaded which is then destroyed if you remove the notes from cs0501sxc the crash does not occur in a very simple scenario with new documents with only one single note in the linked document however this could not be reproduced	
2343	74345	image lost saving rtf with bmp	we have many problems with users using ooo and editing rtf documents containing bmp images these images are lost after being modified the iter is this creation of a new document without images saving it as rtf reopen document add image from file embedded choosing a bmp image save reopen document modify text save reopen document and the image is lost the image is visibile opening rtf with word viewing rtf files it seems that after point the rtf file contains the image times one as pngblip and one as wmetafile8 i think for backward compatibility but after point the rtf file contains image as wmetafile8 rtf tag but with the content of previous pngblip i ll attach the doc at point the bmp for point and the doc after point and	60831	60831	rtf very often graphics pictures are lost on export	when i import a document with some graphics referenced in the rtf through includepicture so not embedded graphics then these graphics are lost when i save the file as rtf again any ideas why bug or feature	
2344	35607	strangewrong insertion of line breaks when editing	line breaks are inserted incorrectly when editing the attached document to reproduce open attached bugsxw place insertion mark at the end of the paragraph just after the letter o type for example tt fax watch the hilarious or disturbing insertion of line breaks of movements of the insertion mark i use norwegian on xp sp2	27336	27336	using palatino linotype font causes wrong caret movement	when i use palatino linotype font in the document i experienced wrong caret movement with arrow key open writer paste some text such as building openofficeorg under windows with 4nt change the font of the string into palatino lynotype goto the first position and keep pushing right arrow key you may see wrong carent movement	
2345	35236	add an update openofficeorg option to tools menu	i think it would be a great idea although i m not sure how difficult it would be to implement to add an update openofficeorg option to the tools or help menus this would essentially allow the user to incrementally update their version of the software to the latest version without having to uninstall the old one and install the new one just a thought regards daniel	62948	62948	autoupdate feature for openoffice please	a userfriendly autoupdate feature is an absolute godsend for the average person using for example firefox and thunderbird as openoffice is still evolving now is a more important time for users to stay current in terms of release versions anyway than ever imo ps i had no idea what component to file this report under apologies as it is most likely the wrong place	
2346	88098	add support for en and emdashes	add commands for en and emdashes inserting into insert menu enable shortcuts for en and emdashes similary as endash shortcut is defined in ms word	73113	73113	shortcuts for en and emdashes	working in msword users can freely insert en and emdashes in their documents by pressing ctrlgray minus and ctrlaltgray minus working in ooo they have to convert pairs of hyphens if they want dashes the rules of such convertions are applicable mainly for american english style and usage for example in russian endashes are used to mark dialogues and ooo users ca nt type two hyphens with a spacing before in this case em dashes in russian punctuation must be separated from the words around it and ooo in that situation converts hyphens into endash dashes are punctuation marks like commas semicolons colons and so on but there are no shortcuts in ooo to insert them is it possible to make inserting en and emdashes in ooo writer independent like in msword	
2347	109850	oo crashes if i press ctrlv to paste some text	hi on m win 64bit all open windows of oowriter crashes if i want to paste some text by ctrlv right now i copied some text from a frame to paste it to another crash but as ii want to do it again after restart and re build it worked regards gooly	109284	109284	rtf writer crashes when copying text to clipboard and then exporting	i have openoffice as distributed by opensuse for on 32bit x86 after the upgrade from 3114114i586 an issue occurs with an existing document which works perfectly under the older version i have since downgraded and it works again so it is a regression when i select text which has special attributes mixed nonstandardfonts raised text and press ctrlc for copy to clipboard at that moment openoffice writer crashes a dialogue window reports that data for restoring the document later is shown the document was not altered though when restarting writer the restoration process starts but has no visible effect the document was not changed after loading it the issue is still there in the restarted writer with restored file sadly the document in question is copyrighted therefore i can not post it however i will happily run ooo with some debug info commandline parameters if they exist and send in a core file debug output if the document can not be extract4ed from the core hope this issue can be reconstructed from this thanks	
2348	72518	table field columns do not retain their size when resized	after i resize certain columns to certain lengths in various tables on my database i ll close the file sometimes they ll be saved and show up again and at other points they ll be their default size	65023	65023	changing a tablequery view s column size is respected only once then never again	for an arbitrary database create a new table open the table for data view by doubleclicking it in base s main window change the width of an arbitrary column close the table data view the document is modified because you just changed a view setting fine so far save the document open the table again change the column width to yet another width close the table view the document is not modified which already is wrong close the database document reopen the database document open the table the last change in the column width has not been remembered	
2349	94489	instead of replaced word in the undohistory	new writerdocument write testp make sure the language for the text is english usa mark the word use the contextmenu character language english usa toolsspellcheck select the first suggested correct word probably test replace the word check the undohistory result overwrite expected something more like overwrite testp test	97506	97506	wrong undo string for spellcheck change word overwrite	spell check via f7 a document wihch contains error replace one wrong word with one of the proposed suggestions close the spellcheck dialog the undo shows overwrite should be replace	
2350	118451	no python in oodev34	it is impossible to run a python script in oodev34	118021	118021	could not create python loader	python loader can not be created on windows xp and openofficeorg dev300m106 this problem looks similar with the bug of libreoffice https bugsfreedesktoporgshowbugcgi id33355 to reproduce the problem execute the following basic code or try to install any extensions including python component sub main createunoservice comsunstarloaderpython end sub	
2351	70767	ability to mark entire rows and columns with keyboard	i am used to be able to mark an entire row or column with the mouse and then mark the following rowscolumns by simple holding the shift key down and move press the arrow keys calc react in another way though resetting the entire selection area if an entire rowscolumns marking has been made this is somewhat unlogical since i can easily mark a few cells in the sheet and then continue working with the selection with the arrow keys	21869	21869	extending rowcolumn selection in calc easier with shift arrow keys	hi when i select a rowcolumn by clicking on it and then shiftcursor want to add more rows i jump back on the spreadsheet and only move the cellcursor i guess this could be improved such that when a whole row is selected then shiftupdown will add the adjacent rows to the selection similar with columns whis would then be similar to the way columnsrows are selected with the mouse alone i have at the moment no way of finding out but i think the other spreadsheet program does it like this also b	
2352	55867	enable support for mac os x finder aliases	currently ooo can not deal with mac os x finder aliases to reproduce create an alias to a file an try to open this file via the alias in ooo this fails see also http portingopenofficeorgservletsreadmsg listdev msgid1961840	30420	30420	mac aliases not resolved	ooo gm and rctpgm candidate do nt seem to be able to handlefollow traditional mac file or folder aliases in opensave boxes etc instead ooo attempts to open the alias file itself symlinks are handled correctly but the finder and i imagine most endusers create the traditional variety	61959.0
2353	35702	useless user directory with network installation	hi we have copied openoffice113 to a directory on a network drive drive p openoffice in our local ms lan all clients have a link on the desktop to p openofficeprogramsofficeexe everytime a new user launches that link openoffice gets installed perfectly however on the root of p the directory user is created p user this can be savely deleted after installation but is a bit nasty thanks you felix	30340	30340	javaldx creates user installation directory during setup	during installation the pkgchk and soon configimport tools are invoked via a start script a copylink of the soffice start script in order to set up the proper environment this includes running the javaldx tool which then creates a javasettings platform xml file in the user installation alas during setup there does nt exist a user installation yet or if there is one it is not necessary the correct one in a normal multiuser installation scenario the setup is run as root thus the directory and file are created with root access rights if setup is run from a full login root shell a spurious openofficeorg680 directory is created in root or whatever is the home of root if it is run from a su shell or via sudo the directory is created in the interactive user s home in the last case the user will subsequently be unable to start openofficeorg as no proper user installation can be created any more in the other cases the data and file created are still junk if a user installation already exists in the given place eg from a different installed development milestone this may interfere with the existing installation which a setup certainly should not do note the tools are invoked from a scp procedure in classical setup and from a postinstall script in native installers the same more generally applies when using pckchk shared or soon configimport as administrator these tools should not step on home of the login user	34825.0
2354	104838	crash when saving file with fontwork from older version	crash when saving file with fontwork from older version i will attach two files one odg one odt both have an fontwork object probably originating from with bot files do some edit ctrls crash also remove fontwork ctrls no crash	100905	100905	crash during running presentation	i checked with ooo dev multilingual version german ui win xp dev300m44 build and it crashes when i run testanippt from issue oo23problemodp from issue i will contribute crash report id asap	
2355	49562	pmt e1 f3 not supported although valid according to help	filed in the debian bts for 11x but happens on too snip the vpm fonction has parameters rate npm va vc and type vc is optionnal and you are suppose to be able to specify a type with an empty vc but oocalc does nt support something like vpm e1 f3 it s complaining with a suggested modification to vpm e1 f3 which of course is nt the same thing the very same problem occurs with the vc fonction i forgot to mention that vpm and vc are the names in french in english they re pmt and fv snip regards rene	3879	3879	odff empty parameters in formulas	to generate legal email adresses i created folliwing formula with excel in column b firstname in column c lastname in column d forumla concatenate substitute substitute substitute substitute substitute b3 ae ue oe e substitute substitute substitute substitute substitute c3 ae ue oe e wincornixdorfch in excel this formula works but with openoffice i got the err511 sincerely romeo k ppel	
2356	44296	not able to edit text in existing presentation	a presentation created using oo saved as powerpoint file if i open this presentation using the oo beta i m not able to edit any existing text i have attached an example file i have tried several of my files and its seems to be true for all added textfield clicking on the text does not activate the text field but oo simply pretends the text does not exist	39022	39022	pptimport i ca nt select an textobject with a simple click	load the bugdoc try to select the text with clicking on it you can select the text with draging a selectionframe over it was ok in src680m62	
2357	110396	exported pdf of specific impress odp file does nt show bullets in text area	exported pdf of specific impress odp file does nt show some of the bullets in the text area most bullets in the text are are not displayed in the pdf export while the same type of bullets are displayed in some parts of the text and in the balloon this applies to the slide version and the notes version i m using acrobat reader and ghostview displays the same output so i m quite sure that it is not a problem of the pdf viewer the same problem occurs on openoffice32 for mac where i m using the standard pdf viewer it s the green yellow square bullets that are missing in most parts of the text field of the pdf but similar green bullets appear in the balloon this problem did not occur in openoffice31 another interesting thing is that the square bullets that are not displayed in the pdf are displayed as different symbols not squares on the mac nder openoffice32 while the squares that are displayed in the pdf are displayed as squares on the mac as well in openoffice32 the direct printout of the document works from openoffice32 windows relates to issue which could be closed now	110305	110305	exported pdf of specific impress odp file does nt show bullets in text area	exported pdf of specific impress odp file does nt show bullets in text area the bullets in the text are are not displayed in the pdf export while the same type of bullets are displayed in the balloon this applies to the slide version and the notes version	
2358	52164	main help content menu translation error	hi everyone there is a little mistake in help translation the italian main help content menu has one entry not translated chart and diagrams instead of grafici e diagrammi and another entry with a bad translation grafici e diagrammi instead of macro e programmazione see the attached image for details the infected version are from and still remain in version i ca nt choose these versions from enter issue web form is this a bug too carlo	59417	59417	it untranslatedswapped titles in help contents page	open the help contents in ooo italian also reproduced in ooo 201rc5it the treestructured index has three major problems toplevel chart and diagrams should be grafici e diagrammi toplevel grafici e diagrammi should instead be macro secondlevel under argomenti della guida comuni the title working with the user inferface should be interfaccia utente this seems a comeback of issue that was reportedly fixed more than one year ago reported by nicola during italian qa tests	
2359	22692	files created on linux cause osx powerpoint to segfault	about half of my dozen or so lectures create segfaults when the ppt file is loaded in apple osx i have not been able to detect a pattern to this note if the ppt is opened on a pc running ppt and then saved then the resulting file can be read into an apple running osx however all the equations are faulty either being missing or having some of the partial signs that are a factor of about larger than they should be ps i regret that i can not supply test files since i ve become upset and have deleted all my sxi files sorry	22039	22039	ppt file is not compatible witth power point x for mac	whenever i tried to open a ppt file created by ooo11 with a power point x for mac r power point crashes before it open a ppt file power point2000 on windows pc can open same ppt file without any problem once i save it with pp2k on win i can open it on mac i use a power point x for mac on power book g4 running mac os x	
2360	117453	desktop extension manager ca nt deploy single xcu file	the extension manager ca nt deploy a single xcu file anymore i got a comsunstardeploymentdeploymentexception an error occured during file opening seems to be a regression but the general question is if we should still accept the deployment of single config files etc or if we allow oxt packages only	113279	113279	extensions unable to install a file like a configuration file other than oxt package	unable to install a file that can be installed as the legacytype extension from add button of the extension manager on ooo330m1 and linux bit momonga linux based on fedra linux they can be installed if they are in the extension oxt package and they can be installed on ooo and also installed on ooo330m1 and windows xp i tried with python uno component configuration data and java uno component attached oxt file includes addonsxcu testpy and comboboxtestjar the package can be installed but its elements are not able to install individually error message was shown comsunstarunoruntimeexception message comsunstardeploymentdeploymentexception an error occured during file openinig context comsunstarunoxinterface	
2361	93076	reporting jre defective but it s not	in any application selecting tools macros any other option shows error message openofficeorg requires a java runtime environment jre to perform this task the selected jre is defective please select another version or install a new jre and select it under tools options openofficeorg java current jre vendor apple inc version	92926	92926	java awt does nt work ca nt start	i know this must be a known issue but i ca nt find it anywhere in the tracker so i enter this so i can find out how to keep tabs on the status of this part of the port while java is working fine within ooo no code that needs any java awt function can work because the jvm ca nt start it s awt subsystem because java is initialized incorrectly for the macosx environment if you try to do anything that needs awt this problems appears an easy way to reproduce is to try and open tools macros organize macros beanshell then try to edit one of the ooo beanshell macros the editor will not appear and if you check the console you ll see the relevant error message pm sofficebin apple awt java vm was loaded on first thread ca nt start awt it is nt easy to find a webaccessible reference to the adc information on this issue but this message on the apple java list is relevant http listsapplecomarchivesjavadev2005marmsg00510html	
2362	58141	build fails with gcc41 error extra qualification on member	errors in libwpd and autodoc building gnulinux sparc m140 with gcc41 there may be more to come as the build proceeds homejimooo680libwpdunxlngspromiscbuildlibwpd083srclibwpxhllistenerh165 error extra qualification wpxhllistener on member wpxhllistener this is the code class wpxhllistener public wpxlllistener public wpxhllistener std vector wpxpagespan pagelist wpxhllistenerimpl listenerimpl wpxhllistener wpxhllistener line remove wpxhllistener from line and it builds ok i build gcc from head jim sun ooo680libwpd cxx version g gcc experimental copyright c free software foundation inc i wonder are these changes really needed or could be some compiler flag i should be using in solenvincunxlngsmk anyway the patches attached allow building	58967	58967	gcc41 extra qualification	gcc41 does not longer allow to explicitely repeate the class name in the declaration of its methods for example class a a a false this declaration is no longer allowed a ok valid declaration void a func false this declaration is no longer allowed void func ok valid declaration background gcc accepted some nonstandard constructs in the past the result was that the code developed with gcc was not enough portable each new version of gcc fixes some of this problems gcc41 fixes this one the error message looks like cut usrsrcpackagesbuildooobuildsrc6801393buildsrc680m139solver680unxlngi6proinccomsunstarsdbcxblobhdl38 warning class com sun star sdbc xblob has virtual functions but nonvirtual destructor usrsrcpackagesbuildooobuildsrc6801393buildsrc680m139so3sourcepersisttransprtcxx1336 error extra qualification ucbtransportimpl on member getcallbackimpl cut i ll attach patches that fixes this problem note that they do not fix the entire ooo sources i do not build some external project because i use internal libraries instead the patches for the project binfilter will be attached in the separate issue i also opened the cws gcc41 and will commit the patches there	
2363	109975	installation error vista 32bit	in the last bit of the installation of openoffice it hangs on the error code it rolls back and now i ca nt run the previous version also i ca nt uninstall the previous verion because it is not in the programsuninstall list anymore please advise	109974	109974	installation error vista 32bit	in the last bit of the installation of openoffice it hands on the error code it rolls back and now i ca nt run the previous version also i ca nt uninstall the previous verion because it is not in the programsuninstall list anymore please advise	
2364	58751	paste a form to a reportcontainer should not be allowed	when i copy a form from one database file to another i can paste it into a report container and it works there this is confusing and should not be allowed	47363	47363	it is possible to copy a form into reports	create a new embedded form copy the form into the report folder should not be possible	
2365	52483	entering dates in the key field does nt work	a compatibility issue with an excel spreadsheet the spreadsheet is supposed to create a one month calendar based on a date to be entered in field b2 calc refuses to accept any format of date i enter thus the calendar creation does not work works fine in excel i ll enclose the spreadsheet next	26928	26928	user defined rules are not possible for validation this causes problems with importing xls files using constraints on a field	i have in my possession a xls file with constraints on a field ie data validity constraints that bug i think it s an importing issue because just looking at the constraints and closing with ok makes the bug go away closing with cancel does not i see no evident way to add an attachment to this report and frankly after all the hoops i had to jump through to get this far i m beyond caring want the file mail me i ll even explain which field to look at dvandeun wilmavubacbe bug confirmed in oo 111rc3 and staroffice	
2366	110847	openoffice does not import docbook with merged table cells properly	openoffice does not import docbook with merged table cells properly see attachment http wwwopenofficeorgnonavissuesshowattachmentcgi68901bogustabletestfixedxml the attribute morerows is not taken into account	110762	110762	merged table cells not supported by docbook importexport	hi i can not export a table in odt format to docbook attaching the odt file	
2367	9655	system crashes when column value is changed	steps to reproduce the bug 1from the start menu select programs open office 643c and then text document 2select insert table by selecting the table icon on the left side 3the dialog box that appears will have in column and in row cell 4put cursor to the right of the in the column cell clear the by using the backspace key and then enter five zeros 5move cursorto the row cellthe value in column cell will change to 6now move the cursor to the right of the and attempt to clear the by using the backspace key 7the system crashes 8fourerror messages two messages repeated twice appear	7846	7846	program crashes when user tries to enter to column size textbox in the insert table dialogue box	reduplication steps create a new text document in oo click the insert table icon on the insert floating bar this opens an insert table dialogue box clear default value and then enter from keyboard to column size text box move cursor away is automatically changed to move cursor to column size text box again and try to clear a warning message pops up an unrecoverable error has occurred all modified files have been saved and probably be recovered at program start press ok a second warning message pops up soffice has caused an error in swe641midll soffice will now close if you continue to experience problems try restarting your computer close debug i reproduced this bug on both win me oo101 and win oo101 on win 2000oo the second warning message is about division by zero the exception integer division by zero 0x0000094 occurred in the application at location 0x1e479ed8 ok cancel the instruction at 0x00000001 reference memory at 0x00000001 the memory could not be read ok cancel	
2368	48401	de ui missing translation for task panel window	the task panel window title impress is not translated in german localization this is only visible if the windows is not docked	48402	48402	de ui missing translation for slides window	the task slides window title impress draw is not translated in german localization this is only visible if the windows is not docked translation in draw should be seiten and folien in impress	
2369	68722	valgrind id141 conditional jump or move depends on uninitialised value s	this task has been generated by valgrind checks source code candidates i18npoolsourcecharacterclassificationunicodecxx i18npoolsourceutilityunicodecxx i18nutilsourceutilityunicodecxx errortype bad jump errortext conditional jump or move depends on uninitialised value s stack unicode getunicodescripttype unsigned short scripttypelist short unicodecxx320 0xc6e9164 com sun star i18n breakiteratorimpl getscriptclass unsigned short breakiteratorimplcxx440 0xc9f3874 com sun star i18n breakiteratorimpl getscripttype rtl oustring const long ustringhxx270 0xc9f3b1b textsearch setoptions com sun star util searchoptions const referenceh339 0xf5287db utl textsearch textsearch com sun star util searchoptions const referenceh339 0x47d1666 swcursor find com sun star util searchoptions const swdocpositions swdocpositions unsigned char findranges int findtxtcxx371 0xb1369fa swcrsrshell find com sun star util searchoptions const swdocpositions swdocpositions unsigned char findranges int crsrshcxx2971 0xb12b711 swwrtshell searchpattern com sun star util searchoptions const swdocpositions swdocpositions findranges int selectcxx231 0xb773af5 swview funcsearch swsearchoptions const viewsrchcxx772 0xb76a6f7 swview searchandwrap unsigned char viewsrchcxx594 0xb76acb2 swview execsearch sfxrequest unsigned char viewsrchcxx295 0xb76b23a sfxstubswviewexecsearch sfxshell sfxrequest swslotshxx10864 0xb73ed57 tests wshortcuts	68721	68721	valgrind id140 conditional jump or move depends on uninitialised value s	this task has been generated by valgrind checks errortype bad jump errortext conditional jump or move depends on uninitialised value s stack com sun star i18n breakiteratorimpl getscriptclass unsigned short breakiteratorimplcxx430 0xc9f3836 com sun star i18n breakiteratorimpl getscripttype rtl oustring const long ustringhxx270 0xc9f3b1b textsearch setoptions com sun star util searchoptions const referenceh339 0xf5287db utl textsearch textsearch com sun star util searchoptions const referenceh339 0x47d1666 swcursor find com sun star util searchoptions const swdocpositions swdocpositions unsigned char findranges int findtxtcxx371 0xb1369fa swcrsrshell find com sun star util searchoptions const swdocpositions swdocpositions unsigned char findranges int crsrshcxx2971 0xb12b711 swwrtshell searchpattern com sun star util searchoptions const swdocpositions swdocpositions findranges int selectcxx231 0xb773af5 swview funcsearch swsearchoptions const viewsrchcxx772 0xb76a6f7 swview searchandwrap unsigned char viewsrchcxx512 0xb76a93a swview execsearch sfxrequest unsigned char viewsrchcxx295 0xb76b23a sfxstubswviewexecsearch sfxshell sfxrequest swslotshxx10864 0xb73ed57 sfxdispatcher callimpl sfxshell sfxslot const sfxrequest unsigned char shellhxx226 0x9e5a272 tests wshortcuts	
2370	56754	indonesian ooo setup guide	marked as a duplicate of issue this issue has been marked as a duplicate of	56753	56753	indonesian ooo setup guide	the project is started	
2371	94390	ca nt change default template it reverts after quitting ooo	when i go into file templates organize right click my template then choose set as default template and then open up a new writer document my custom template is used as the default for any subsequent document during that session only but after i quit ooo and open ooo again it s back to the application default my custom template is no longer used as the default ooo should be really setting this as the default for good not just for the current session as it seems to be doing this problem seems to be on mac os x only and was introduced in rc1 according to a forum member description adapted from the original forum post see url link	95088	95088	trouble setting default template	oo on mac os x leopard wo nt remember the default template i set each time i quit and reopen oo it reverts to the factory default template	
2372	31079	misconfigured replyto header	as per an email i received from a subscriber of usersdigest on friday july gib henry wrote when i reply to list digests the reply is addressed to usersdigest openofficeorg however this is an invalid address it bounces the replyto header is misconfigured and should be changed from listhelp mailto usersdigesthelp openofficeorg listunsubscribe mailto usersdigestunsubscribe openofficeorg listpost mailto users openofficeorg replyto usersdigest openofficeorg mailinglist contact usershelp openofficeorg run by ezmlm to replyto users openofficeorg i realize that the listpost header already correctly displays that address however a properly configured mail program should choose the replyto address when replying cheers	3797	3797	ezmlm should not exchange valid replyto s discussion services	when sending a mail to an issuezilla mailing list for example users openofficeorg which contain a valid replyto field for example dev dbaopenofficeorg this field is exchanged with the address of the list itself this makes it extremly difficult up to impossible to move people to the right list just inviting the people by saying please discuss this in qa bopenofficeorg is simply not enough nobody will do as a result lists become overcrowsed by the time whilest others such as dev dba stay nearly empty though there would be enough to discuss there i understand the reason why ezlm inserts a replyto if none is present but i stronlgy suggest that it should not touch any existing replyto s the more if they are directed to yet another openoffice mailing list	
2373	79352	combined dropdown dont work	i have created combined drop down menus in open office only the first works how can i applie a sample as attachment here	79354	79354	combined dropdown dont work	i have created combined drop down menus in open office only the first works how can i applie a sample as attachment here	4695.0
2374	106105	opening a certain document takes ages	i have a spreadsheet file for which ooo needs several minutes to open although it is only k big and the computer is an athlon xp with mb memory the spreadsheet contains a table which is copypasted from firefox the paste action took a long time ooo was very unresponsive afterwards scrolling resizing columns switching from another application to ooo i attach the file in a minute	102433	102433	copypaste html table from html page takes too long	eg copy rows from a cols table in a page opened in firefox pasting into calc took ca 12s to see the same data in calc s cells on a centrino 16ghz pc doing just this task eg copy rows x cols table from html page opened in ff pasting it into calc took forever went out for a coffee then back to the screen in time to see last miniute or so of blank calc page eventually showing the final table phew that was a 5mins job on same platf as above i was going to shut it down thinking it s hanging seems there s something wicked here thx	
2375	43543	enuk localisation	tools spellcheck check options options check capitalization in enuk is tools spellcheck check options options check capitalisation jerome k maule mckean	43564	43564	enuk localisation donation	in response to sbas comment on issue yes i would be interested in donating time to localise ooo to enuk jerome k maule mckean	
2376	68836	spreadsheet macro make chart charheight not correct	a macro was created in ooo to create a chart in a calc spreadsheet the macro worked correctly in ooo201 ooo202 however in ooo203 macro has a problem setting the character height of the chart title axis title and axis characters the commands to set the character height in the charts no longer correctly set the character height the specific command used are ochartdoctitlecharheight odiagramxaxischarheight odiagramxaxistitlecharheight odiagramyaxischarheight odiagramyaxistitlecharheight	72758	72758	chart components can not be edited correctly from code unless the chart is in edit mode	i m working on windows with net framework code written in c though i do nt think that matters i open the calc component from code insert a chart and resize it to maximum landscape dimension at this point the title gets resized too to a size set the string property of the title also from code then try to set the charheight property of the title and it there is no visual change if i get the value of the property it s the one i set at this point my code enters a breakpoint so i set the chart to edit mode manually not from code and resume the debugging from code i set the chart property hassubtitle to true subtitle property string and subtitle property charheight to break again and surprise surprise the font size is correctly set another frustrating issue that i noticed is that getting the posions of chart components when not in edit mode leads to wrong values	
2377	53436	fr missing translation for name of letter template	hi ian the name of the file for letter template has not been translated it s still myformallettertemplateott joining a screen shot of the name appearing in the dialog kind regards sophie	53888	53888	fr name of templates not translated	hello the name of two templates generated by the wizards are not translated in french mybusinesslettertemplateott could be monmod lelettreprofessionnelleott myagendatemplateott could be monmod leagendaott regards philippe	
2378	46969	file name endecoding with gtk file picker was certains file names can not be opened	when ooo is running in utf8 locale like on most modern linux systems and a file containing an 8bit nonutf8 character ist being opened ooo just says that the file does not exist instead it should open that file reguardless if the filename is validly encoded in the current locale s charmap you might for example use hex f6 for german in iso88591 like webbrowsers use to display nonascii urls many people have problems opening files which just are not utf8 and do nt know what to do	46017	46017	gnome filepicker fails to open any files with russian names or paths	i downloaded oo beta and found that inspite of all enhancements it can not handle my files my language is russian and i have many documents with russian names it turned out that i can not use fileopen menu command to open my files or run ooorg by doubleclicking a document every attempt to load a file results in a message like this homeslava c4 ee ea f3 ec e5 ed f2 fb c2 f0 e5 ec ffsxw does not exist i use gnome desktop and rurucp1251 locale opening files via the file menu works if i set the use openofficeorg dialogs checkmark in the optionsgeneral dialog but it does not fix running ooorg by clicking a document in the file manager the russian alphabet is represented in nonunicode locales by codes in the range of the error message looks like a result of misconvertion or lack of conversion of filenames between user locale and internal utf8 string representation steps to reproduce run ooorg in any 8bit russian greek bulgarian ukrainian byelorussian etc locale try to open a file with a cyrillic name ooorg beta happily reports that the file does not exist	
2379	1051	network install fails	executing setup net gives the follwoing errors during registration the libbrdgfctrso component was unable to be registered the libremotebridgeso component was unable to be registered installation completes but users can not setup openoffice	1052	1052	network install fails	setup net reports the following error the libbrdgfctrso component was unable to be registered registration does not complete	
2380	62489	insert new slide results in vertically compressed slide in notes view	i m running 202rc3 on fedora core linux within an existing odp file i go to slide sorter view then insertslide a new slide appears and it has the proper layout but when i view this slide in notes view the slide itself is vertically compressed when i click on the slide within notes view edge and corner handles appear as they normally would i can drag the slide around but when i move the cursor until it is on top of one of the handles the cursor changes into a no parking type of symbol clicking or dragging on the handles has no effect i ll send as an attachment a copy of an odp file that has had a new slide inserted in this way i have deleted a lot of the surrounding normal slides so as to decrease the size of the final file and to enable one easily to focus on the abnormal inserted slide which is number out of total slides	62385	62385	notesview is too small after save a doc and reload	start an impress insertt an object the notesview is ok save the document make a reload the notesview is too small was ok in src680m155	
2381	48571	fax wizard entering a footer line crashes ooo	if i start the fax wizard in writer and enter a footer line ooo crashes reproduceably after typing the first character	46909	46909	office crashes using wizards letterfax	office crashes using the letter wizard or the fax wizard this happens on solarissparc and on solarisx86 only	
2382	82697	horizontal gradient incompatible with microsoft office	the horizontal gradient created in ooo looks ok in the ms ppt viewer but makes a horizontal flip when the ppt file is reopened in ooo	70102	70102	impress interpretes gradient wrong in ppt import	impress interpretes the gradient used in the attached powerpoint presentation wrong the direction of the used gradient is not correct therefore the white logo look wierd ok this is not a major issue however it disturbs data exchange with powerpoint users	
